ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg)
0.5049,0.1846,0.7432,-16.7236,-105.7129,-170.9595,-4.1528,2.2961,-87.215
0.5161,0.1895,0.7461,-7.7515,-109.0698,-165.4663,-4.2517,1.6864,-88.0225
0.9492,-0.0723,1.2134,63.4766,-78.9185,-158.4473,-4.0979,1.17,-88.808
2.0376,-0.4404,1.2476,37.3535,-90.5762,-8.4229,-3.8123,0.7196,-89.2365
3.6836,-1.7051,1.3887,-69.2139,-103.5767,340.7593,-3.9221,0.2966,-88.1763
4.0278,-1.7349,1.3745,-143.3105,-53.4058,351.0132,-4.5483,0.022,-86.2811
3.3057,-0.9814,0.7397,-5.9204,13.855,395.6299,-4.9329,0.1538,-84.5453
0.3076,-0.0518,0.604,219.1772,-125.1831,668.396,-4.1968,0.1099,-81.7218
-2.7266,2.0234,1.8843,108.2764,-178.7109,515.7471,-3.3398,-0.5603,-78.6401
-4.6299,2.3589,3.2632,-99.2432,-34.1187,116.0889,-3.4497,-0.9558,-77.3163
-4.1279,0.522,2.5386,-190.918,-33.9966,-1.0986,-4.3011,-1.0382,-77.1899
-2.5127,-0.291,1.2949,-100.2808,-120.4224,23.3765,-5.0427,-1.4777,-77.1021
-0.9907,0.0884,1.061,26.4893,-135.6201,49.8047,-5.1526,-2.1368,-76.8274
-0.0977,0.5352,1.5757,64.1479,-111.7554,13.7939,-4.8615,-2.7246,-76.6296
0.2515,0.2319,2.2036,-8.1787,-101.5625,-1.709,-4.7296,-3.241,-76.5967
0.2437,-0.1636,2.2661,-81.9702,-109.6191,63.1104,-5.0372,-3.7573,-76.3824
-0.0449,0.0464,1.8237,-88.0737,-115.8447,100.4028,-5.5261,-4.2847,-75.8716
-0.4673,0.4658,1.4546,-47.4243,-107.2388,60.5469,-5.8887,-4.801,-75.4266
-0.7383,0.6748,1.4824,-6.8359,-85.6934,8.3618,-6.0095,-5.257,-75.2344
-0.771,0.7178,1.7295,1.1597,-72.1436,-19.4092,-6.0095,-5.647,-75.2454
-0.5386,0.6558,2.0361,-15.564,-71.6553,-31.5552,-6.037,-6.015,-75.3442
-0.0928,0.3936,2.3447,-44.1284,-77.6978,-35.2173,-6.1798,-6.405,-75.4926
0.1758,0.0278,2.4624,-65.7959,-87.0972,-13.916,-6.4655,-6.8335,-75.5695
0.0278,-0.147,2.3247,-73.9136,-98.0835,5.249,-6.828,-7.3004,-75.509
-0.2056,-0.0996,1.9917,-76.9043,-109.314,-2.3193,-7.218,-7.8168,-75.4321
-0.1958,-0.0259,1.5684,-78.9185,-116.6992,-27.6489,-7.608,-8.3936,-75.4541
0.144,-0.0127,1.1929,-82.3975,-119.3237,-48.8892,-7.9926,-9.0088,-75.5804
0.5742,-0.1357,0.8931,-79.895,-121.0938,-49.8047,-8.3771,-9.646,-75.7452
0.7544,-0.3975,0.6992,-62.0728,-123.4741,-27.8931,-8.7067,-10.2777,-75.8496
0.6445,-0.584,0.6567,-42.8467,-119.1406,6.1646,-8.9648,-10.8875,-75.8002
0.4077,-0.5049,0.6846,-39.0015,-106.3843,18.5547,-9.1956,-11.4258,-75.6299
0.2363,-0.291,0.6611,-40.8936,-87.0972,-5.0659,-9.4208,-11.8927,-75.509
0.2588,-0.2534,0.5898,-36.9263,-73.4253,-28.9917,-9.6075,-12.2937,-75.542
0.3643,0.0854,0.812,-96.8628,-51.3306,-86.1816,-9.8657,-12.6508,-75.7782
0.4492,0.228,1.0562,-162.7197,-27.0996,-153.8696,-10.4535,-12.9364,-76.4374
0.7358,-0.9385,0.3379,-89.2944,-39.6729,-76.9043,-10.9589,-13.2111,-76.9867
0.7407,-0.9966,0.2168,-9.7046,-51.6357,-19.4702,-11.1182,-13.4802,-77.1021
0.4854,-0.3809,0.6685,25.5737,-27.832,-45.2881,-11.0193,-13.7054,-77.2449
0.4209,-0.3154,0.8516,37.1704,-13.7329,-34.0576,-10.7996,-13.8318,-77.4536
0.4541,-0.4043,0.96,29.1138,-16.0522,7.5073,-10.6293,-13.9142,-77.4811
0.4067,-0.2739,1.0977,6.8359,-18.0054,21.1792,-10.5688,-13.9856,-77.3602
0.3022,-0.1133,1.0757,-2.0752,-15.686,3.1738,-10.5908,-14.057,-77.2998
0.293,-0.189,0.9751,12.207,-12.0239,-4.0894,-10.5634,-14.1229,-77.3108
0.3701,-0.3687,0.9375,24.9023,-14.0991,14.7705,-10.47,-14.1888,-77.2559
0.3584,-0.2949,1.0479,20.874,-14.4653,22.3999,-10.3876,-14.2383,-77.1405
0.4043,-0.2676,0.9912,27.5879,-15.0757,29.9072,-10.2997,-14.2877,-76.9977
0.356,-0.1406,1.0542,25.7568,-14.4043,24.1699,-10.1953,-14.3372,-76.8439
0.2646,-0.041,1.125,12.0239,-11.9629,8.2397,-10.1294,-14.3921,-76.745
0.2183,-0.0625,1.1021,-0.2441,-10.6201,-3.418,-10.1129,-14.4415,-76.7395
0.2163,-0.1665,1.0186,-3.9673,-12.6953,-6.4697,-10.1239,-14.5074,-76.767
0.252,-0.2217,0.9722,-2.5024,-12.6343,-8.667,-10.1294,-14.5789,-76.7944
0.2886,-0.2295,0.9492,0.9766,-11.7798,-9.3384,-10.1294,-14.6503,-76.8274
0.3267,-0.2432,0.9414,5.4932,-10.7422,-5.0659,-10.1019,-14.7107,-76.8494
0.3398,-0.2437,0.9482,8.0566,-10.1929,-1.0376,-10.0635,-14.7656,-76.8658
0.3545,-0.2441,0.9541,8.7891,-8.3008,4.8828,-10.0195,-14.8041,-76.8439
0.3301,-0.2188,0.9663,8.9111,-7.3242,8.9722,-9.9976,-14.8425,-76.7999
0.3394,-0.2451,0.9028,17.2119,-7.2632,17.5171,-9.9426,-14.8645,-76.7175
0.3149,-0.1943,0.9072,23.5596,-6.7139,20.5078,-9.8657,-14.881,-76.6241
0.2866,-0.1514,0.9331,24.5361,-5.6763,20.6299,-9.7668,-14.892,-76.5088
0.2666,-0.1289,0.9448,23.2544,-4.6387,19.5923,-9.679,-14.903,-76.3989
0.2529,-0.1147,0.9458,21.4844,-3.0518,15.3809,-9.5911,-14.9084,-76.311
0.2686,-0.1616,0.9331,20.0806,-2.3804,15.3198,-9.5087,-14.9084,-76.2396
0.2676,-0.1738,0.9092,21.8506,-2.3804,14.4653,-9.4208,-14.9084,-76.1627
0.2593,-0.187,0.9111,20.3857,-2.7466,15.4419,-9.3384,-14.9139,-76.0748
0.2339,-0.1724,0.9126,18.1885,-1.4038,11.5356,-9.2615,-14.9084,-76.0089
0.21,-0.1733,0.9058,16.0522,-1.709,8.0566,-9.1901,-14.9084,-75.9705
0.2075,-0.1992,0.8887,16.6016,-2.0142,6.4087,-9.1132,-14.9139,-75.932
0.21,-0.1948,0.8984,14.8315,-2.4414,3.54,-9.0472,-14.9249,-75.899
0.2153,-0.1963,0.9009,14.0991,-3.1128,1.1597,-8.9758,-14.9359,-75.8881
0.2197,-0.2007,0.8984,15.9912,-3.2959,0.3052,-8.9044,-14.9524,-75.8936
0.2139,-0.1943,0.9053,16.2964,-4.2114,0.1831,-8.8165,-14.9689,-75.8881
0.2021,-0.165,0.9331,11.2915,-4.5776,-2.6245,-8.7561,-14.9963,-75.8881
0.2031,-0.1514,0.9268,7.019,-5.127,-6.3477,-8.7012,-15.0238,-75.91
0.2285,-0.1533,0.9175,7.3242,-5.9814,-6.6528,-8.6572,-15.0568,-75.954
0.248,-0.1641,0.9165,10.0708,-8.1787,-3.3569,-8.6133,-15.0952,-75.9705
0.2363,-0.1592,0.9219,13.3667,-10.6812,-0.8545,-8.5529,-15.1501,-75.965
0.2085,-0.1353,0.9814,8.2397,-12.207,0.1221,-8.4979,-15.2106,-75.9595
0.1821,-0.1206,0.9868,3.418,-12.6953,-1.4038,-8.476,-15.271,-75.965
0.1768,-0.145,0.9316,7.5073,-16.1133,-2.6245,-8.443,-15.3424,-75.965
0.1865,-0.1631,0.9521,6.897,-19.2261,-0.9766,-8.41,-15.4358,-75.954
0.1929,-0.1724,0.9478,7.8735,-22.522,0,-8.3771,-15.5402,-75.943
0.1914,-0.1646,0.9609,8.2397,-26.4893,0.8545,-8.3386,-15.6665,-75.932
0.1606,-0.1343,0.9956,4.7607,-29.7852,0.6714,-8.3167,-15.8038,-75.9045
0.1069,-0.1221,1.0005,1.4648,-32.8369,-0.3052,-8.3112,-15.9631,-75.8771
0.0566,-0.1177,0.9941,-1.1597,-35.3394,-1.77,-8.3167,-16.1334,-75.8551
0.0366,-0.1104,0.9829,-3.7231,-37.9639,-5.0049,-8.3331,-16.3202,-75.8551
0.0718,-0.123,0.9629,-4.6997,-41.5039,-8.4229,-8.3496,-16.5234,-75.8661
0.1377,-0.1494,0.9497,-6.4697,-46.5088,-8.606,-8.3771,-16.7542,-75.8716
0.2236,-0.1914,0.9658,-9.2163,-49.6216,-3.8452,-8.421,-16.9958,-75.8661
0.2651,-0.2007,0.9644,-11.0474,-52.3071,0.061,-8.4814,-17.254,-75.8441
0.2651,-0.1978,0.9492,-10.1929,-53.6499,1.9531,-8.5474,-17.5122,-75.7947
0.2397,-0.1982,0.9287,-10.7422,-55.1758,4.1504,-8.6243,-17.7814,-75.7288
0.2085,-0.1943,0.9316,-12.5732,-56.7017,4.3945,-8.7012,-18.056,-75.6628
0.2002,-0.2202,0.9209,-13.4888,-58.2886,4.0283,-8.7891,-18.3362,-75.6079
0.1987,-0.2349,0.9106,-14.7095,-60.1807,2.8076,-8.877,-18.6273,-75.542
0.209,-0.2021,0.9028,-13.9771,-61.1572,-2.0752,-8.9703,-18.9349,-75.4816
0.2427,-0.1265,0.9399,-12.7563,-62.3779,-13.0615,-9.0363,-19.2426,-75.4761
0.291,-0.1367,1.0259,-16.1743,-62.9272,-18.3716,-9.0967,-19.5667,-75.5255
0.2905,-0.1455,1.043,-20.3857,-65.4907,-18.0054,-9.1736,-19.8962,-75.5695
0.23,-0.1245,1.0254,-22.583,-68.7866,-19.8975,-9.2725,-20.2478,-75.6024
0.2017,-0.1108,0.9932,-25.5127,-76.9043,-21.1792,-9.3768,-20.6323,-75.6519
0.2446,-0.1382,1.0415,-22.8271,-84.2285,-12.8174,-9.4922,-21.0443,-75.6793
0.2466,-0.0981,1.1133,-19.8975,-86.6699,-12.8784,-9.5966,-21.4783,-75.6683
0.229,-0.0654,1.1416,-23.1934,-88.501,-17.7002,-9.7064,-21.9287,-75.6683
0.23,-0.1011,1.104,-24.1089,-91.7358,-18.0054,-9.8218,-22.3846,-75.6793
0.2529,-0.147,1.0571,-19.7754,-97.6563,-15.3809,-9.9316,-22.868,-75.6958
0.2686,-0.1665,1.0537,-16.0522,-103.6987,-13.2446,-10.025,-23.3844,-75.6738
0.2559,-0.1299,1.0952,-21.0571,-105.835,-14.3433,-10.1294,-23.9117,-75.6354
0.2109,-0.064,1.0845,-33.3862,-105.835,-25.5127,-10.2667,-24.4501,-75.6464
0.2627,-0.1504,1.0005,-38.3911,-109.314,-32.0435,-10.426,-25.0104,-75.7178
0.4097,-0.272,0.9517,-31.6162,-114.4409,-25.8179,-10.5853,-25.5872,-75.7617
0.4614,-0.2656,0.9409,-24.9023,-117.4927,-20.5078,-10.7227,-26.1804,-75.7507
0.4346,-0.2114,0.9502,-23.8037,-116.6992,-22.3389,-10.8435,-26.7792,-75.7507
0.417,-0.2153,0.9268,-24.0479,-117.6758,-25.2075,-10.9589,-27.3779,-75.7672
0.416,-0.2256,0.9648,-25.6958,-120.0562,-29.4189,-11.0687,-27.9877,-75.8002
0.4478,-0.2798,1,-17.1509,-121.3379,-22.2168,-11.1731,-28.6084,-75.8002
0.3838,-0.2666,1.0576,-8.606,-123.7183,-14.2822,-11.25,-29.2236,-75.7617
0.2583,-0.1797,1.0854,-13.3667,-125.7935,-18.2495,-11.3269,-29.8499,-75.7178
0.1948,-0.1128,1.0386,-27.2217,-128.1128,-33.8135,-11.4313,-30.5035,-75.7288
0.3105,-0.2227,0.9385,-29.9683,-131.7749,-41.8091,-11.5411,-31.1792,-75.8002
0.457,-0.2944,0.9199,-25.8179,-137.6343,-40.1001,-11.64,-31.8823,-75.8716
0.4829,-0.2437,1.0044,-27.2217,-140.4419,-42.1753,-11.7334,-32.6074,-75.954
0.4912,-0.2495,0.98,-21.8506,-142.9443,-37.4756,-11.8213,-33.3435,-76.0199
0.4741,-0.2573,1.0425,-19.9585,-145.9961,-35.1563,-11.9092,-34.0906,-76.0364
0.4185,-0.1963,1.1685,-24.7803,-148.3154,-44.0674,-11.9916,-34.8486,-76.0913
0.3872,-0.2344,1.2095,-20.3857,-152.8931,-40.1611,-12.0685,-35.6342,-76.1682
0.2881,-0.1826,1.2949,-25.5737,-158.0811,-44.3115,-12.1509,-36.4362,-76.2177
0.2339,-0.1729,1.2432,-28.1982,-164.917,-53.1616,-12.2388,-37.2821,-76.3
0.2891,-0.2349,1.2056,-23.8037,-173.0957,-54.5654,-12.2992,-38.172,-76.4044
0.3188,-0.2095,1.292,-26.3672,-181.1523,-63.0493,-12.3431,-39.1003,-76.5417
0.3623,-0.209,1.2964,-19.165,-187.5,-57.6782,-12.3706,-40.0726,-76.6791
0.3198,-0.1382,1.3511,-19.9585,-193.6646,-57.7393,-12.4091,-41.0669,-76.756
0.2646,-0.0371,1.3438,-26.3062,-200.8057,-68.5425,-12.4365,-42.0996,-76.8933
0.3066,-0.0283,1.3701,-28.6255,-210.3271,-73.3643,-12.4585,-43.1873,-77.0746
0.334,0.0381,1.5122,-31.7993,-217.9565,-80.3223,-12.4695,-44.3188,-77.2778
0.3154,0.0723,1.6196,-31.25,-226.3184,-80.8716,-12.475,-45.4944,-77.4921
0.2407,0.1216,1.7539,-33.5693,-235.0464,-81.4819,-12.486,-46.7084,-77.6953
0.1299,0.165,1.8672,-34.79,-244.6289,-81.9092,-12.5024,-47.9718,-77.915
0.0439,0.1777,1.9517,-35.3394,-257.0801,-79.1626,-12.5464,-49.2902,-78.0908
-0.0801,0.2212,2.0615,-40.9546,-268.6157,-84.6558,-12.6013,-50.6635,-78.2611
-0.0576,0.1445,1.9941,-40.4053,-281.3721,-80.5054,-12.6837,-52.1027,-78.4204
0.0244,0.0757,1.9331,-36.0718,-287.7197,-71.6553,-12.7936,-53.5803,-78.5303
0.1738,-0.0962,1.7886,-26.3062,-290.1611,-49.1333,-12.9968,-55.0525,-78.4644
0.2158,-0.2334,1.5962,-16.7236,-290.2222,-25.5737,-13.3374,-56.5027,-78.1732
0.2041,-0.3018,1.4507,-16.1133,-283.2031,-8.4839,-13.8208,-57.9089,-77.6843
0.2173,-0.3955,1.2666,-18.0054,-274.0479,10.8032,-14.4855,-59.2548,-77.0197
0.2192,-0.4365,1.1064,-22.2168,-265.3809,17.2729,-15.3204,-60.5292,-76.1627
0.1719,-0.4409,0.9971,-29.541,-255.6763,9.1553,-16.1993,-61.7596,-75.3058
0.1045,-0.4844,0.7852,-37.2314,-244.3848,3.2349,-17.0947,-62.9407,-74.4873
0.063,-0.5381,0.6133,-41.3208,-233.7646,3.1738,-18.045,-64.0723,-73.6578
0.0601,-0.5659,0.4146,-39.856,-225.2808,4.5776,-19.0503,-65.1489,-72.7734
0.0967,-0.5679,0.2373,-29.2969,-217.9565,13.5498,-20.1434,-66.1652,-71.7517
0.0254,-0.3789,0.103,-10.6812,-214.2944,16.9067,-21.297,-67.1429,-70.5981
-0.1177,-0.1406,0.0928,6.3477,-208.0078,12.3291,-22.4066,-68.0933,-69.4006
-0.2139,-0.042,0.1694,11.5967,-192.5049,8.9111,-23.4613,-68.9941,-68.2141
-0.1035,-0.1436,0.189,13.0615,-168.1519,6.3477,-24.4556,-69.7852,-67.077
0.1777,-0.1099,0.1294,16.1133,-134.9487,-3.6621,-25.2576,-70.4608,-66.1487
0.3818,0.1035,0.0317,34.8511,-97.9004,-13.2446,-25.6915,-70.9882,-65.5554
0.4512,0.2788,-0.0044,70.5566,-57.1899,-18.9819,-25.6586,-71.3562,-65.2972
0.3984,0.3579,0.0391,100.708,-14.9536,-21.3623,-25.1312,-71.5375,-65.3796
0.2261,0.2998,0.0776,105.0415,24.7803,-10.9863,-24.3127,-71.532,-65.6873
-0.0298,0.2222,0.0225,88.4399,55.7861,19.9585,-23.6481,-71.3177,-65.885
-0.3691,0.1597,-0.1147,76.7212,82.5195,49.9878,-23.3514,-70.9058,-65.7751
-0.5728,-0.0571,-0.2188,77.0264,112.854,59.5703,-23.1537,-70.3235,-65.5774
-0.3057,-0.5723,-0.1973,72.3267,141.6016,66.7114,-22.8571,-69.6039,-65.495
0.313,-1.1133,-0.0986,50.9644,160.9497,111.7554,-22.8735,-68.714,-65.1544
0.6421,-0.8506,0.0747,18.2495,176.6357,122.8638,-23.302,-67.6813,-64.5392
0.2266,-0.7036,-0.1548,46.2036,180.8472,116.5771,-23.6041,-66.6156,-64.0503
-0.3765,-0.3726,-0.1733,91.98,200.3174,74.9512,-23.3514,-65.5499,-63.9185
-0.8774,-0.1841,-0.0547,126.5869,221.0083,14.6484,-22.2748,-64.4897,-64.4788
-1.0415,-0.0615,0.1548,141.0522,239.7461,-34.3628,-20.5609,-63.4406,-65.6323
-0.9219,0.0249,0.2666,161.2549,248.6572,-61.2183,-18.5229,-62.3584,-67.0715
-0.7495,0.1543,0.4351,169.7998,253.0518,-78.7964,-16.3367,-61.2653,-68.5986
-0.5254,0.1235,0.6089,172.0581,257.0801,-88.7451,-14.1449,-60.1447,-70.1367
-0.2832,-0.0103,0.7813,168.5791,265.8691,-91.2476,-12.03,-58.9746,-71.5979
-0.0635,-0.125,0.9321,156.5552,279.3579,-89.6606,-10.08,-57.7057,-72.9492
0.1128,-0.1885,0.9976,141.8457,291.748,-84.8389,-8.3221,-56.3544,-74.1632
0.2441,-0.2285,1.0161,129.8218,301.8188,-77.5146,-6.7786,-54.9316,-75.2289
0.3228,-0.293,1.0386,118.7744,309.082,-69.8853,-5.4327,-53.4485,-76.1243
0.3628,-0.3711,1.0752,106.0791,313.7817,-66.8335,-4.2627,-51.9104,-76.9043
0.4082,-0.3857,1.1362,92.4072,319.8853,-74.1577,-3.208,-50.3448,-77.6294
0.4961,-0.4077,1.1782,83.4351,327.1484,-79.0405,-2.2302,-48.7463,-78.3545
0.5737,-0.4229,1.1821,80.2002,332.0313,-74.707,-1.3348,-47.1039,-79.0137
0.5649,-0.4849,1.1792,78.6743,332.3364,-52.1851,-0.5878,-45.434,-79.5135
0.5278,-0.4697,1.2114,77.5757,332.3364,-21.9727,-0.022,-43.775,-79.7662
0.4707,-0.3262,1.2173,77.3926,330.8716,-6.5308,0.412,-42.1161,-79.8431
0.4541,-0.2251,1.3193,71.167,336.792,1.4648,0.7745,-40.4462,-79.8322
0.4316,-0.1909,1.3784,58.7769,340.6982,10.498,1.0382,-38.7378,-79.7552
0.3979,-0.1528,1.4033,46.5698,344.4214,14.8926,1.2195,-37.0239,-79.6289
0.3843,-0.1543,1.4141,38.7573,349.5483,19.4092,1.3348,-35.2881,-79.4861
0.4067,-0.2017,1.4268,33.3252,352.6611,32.1045,1.3953,-33.5303,-79.2719
0.4434,-0.248,1.458,26.4893,353.6987,50.9033,1.3733,-31.756,-78.9697
0.4702,-0.2632,1.4971,17.7002,352.9053,68.1152,1.2744,-29.9982,-78.5687
0.4902,-0.2681,1.5356,9.7656,351.9897,81.2378,1.1041,-28.2404,-78.0963
0.4961,-0.2847,1.5708,4.3335,350.769,93.3228,0.8954,-26.4935,-77.5635
0.4888,-0.2993,1.6104,0.9155,346.9849,104.4312,0.6482,-24.7412,-76.9867
0.4912,-0.3076,1.6582,-0.061,344.2993,109.6802,0.4065,-23.0219,-76.3824
0.5137,-0.3271,1.7158,-0.3052,341.4917,115.6616,0.1703,-21.308,-75.7727
0.5298,-0.3506,1.7656,-0.4883,337.2803,122.8027,-0.0494,-19.6106,-75.13
0.5361,-0.3628,1.8145,0.1221,333.8013,129.5166,-0.2692,-17.9187,-74.4708
0.542,-0.3657,1.8403,0,330.9937,135.9863,-0.4669,-16.2543,-73.7842
0.5449,-0.3755,1.8428,-0.061,328.7354,142.5171,-0.6537,-14.6008,-73.0865
0.5317,-0.3823,1.8257,2.2583,325.3784,147.7661,-0.824,-12.9584,-72.356
0.5044,-0.377,1.8071,7.3242,322.8149,150.3296,-0.9558,-11.3104,-71.6199
0.4648,-0.3799,1.8057,13.6719,322.0215,150.8789,-1.0327,-9.6844,-70.8838
0.4219,-0.3911,1.8276,20.813,320.3735,148.8037,-1.0547,-8.064,-70.1642
0.3848,-0.3921,1.8706,27.2827,318.2373,142.8223,-1.0217,-6.4545,-69.4611
0.3638,-0.3687,1.9082,30.6396,319.7021,132.0801,-0.9393,-4.8395,-68.8019
0.3594,-0.3433,1.8945,30.5176,324.9512,117.1875,-0.8295,-3.2135,-68.2086
0.3623,-0.3442,1.8252,32.1045,328.0029,103.6987,-0.6921,-1.571,-67.6923
0.3525,-0.3569,1.7485,39.2456,325.0732,93.689,-0.5164,0.0659,-67.2253
0.3062,-0.3345,1.7227,48.9502,317.3828,81.0547,-0.2911,1.6864,-66.8024
0.2554,-0.2588,1.7725,56.3354,306.7627,62.6221,-0.0055,3.241,-66.4563
0.2529,-0.1733,1.8647,56.8848,295.5933,42.0532,0.2966,4.7406,-66.2091
0.2983,-0.1318,1.9419,50.0488,287.8418,22.2778,0.5768,6.1963,-66.0498
0.3672,-0.1689,1.9561,39.856,282.0435,8.606,0.8075,7.63,-65.9564
0.4424,-0.2813,1.9067,29.8462,276.4282,2.8687,0.9833,9.0253,-65.9125
0.5283,-0.3867,1.7974,18.7988,268.1274,0.061,1.1041,10.3821,-65.8905
0.6479,-0.417,1.6201,7.7515,255.9204,-8.1177,1.1646,11.6895,-65.8905
0.7422,-0.4429,1.458,5.6152,243.5913,-12.207,1.1865,12.9474,-65.9125
0.8101,-0.4927,1.333,5.9814,226.9287,-11.7188,1.2085,14.1174,-65.9564
0.8389,-0.5435,1.2666,3.7842,208.313,-4.4556,1.2305,15.1996,-65.9784
0.8301,-0.5166,1.209,-1.1597,190.2466,3.2349,1.2415,16.1829,-65.9564
0.833,-0.4048,1.1514,-5.7373,173.8892,4.1504,1.225,17.0947,-65.907
0.8394,-0.3037,1.0938,-9.3994,158.5693,-2.1973,1.1975,17.9187,-65.885
0.8354,-0.2241,1.0532,-15.625,145.0195,-11.3525,1.1261,18.6713,-65.9235
0.8608,-0.1289,1.0171,-20.874,130.3101,-13.9771,1.0107,19.3579,-65.9839
0.9092,-0.0728,0.9731,-21.7285,112.6099,-12.4512,0.8734,19.9622,-66.0388
0.9658,-0.0479,0.9536,-24.231,96.1304,-12.6343,0.7416,20.4785,-66.0992
0.9927,-0.0288,0.9424,-29.1138,81.4819,-17.0898,0.5823,20.918,-66.1816
1.0151,-0.0288,0.8936,-33.4473,66.1011,-24.8413,0.379,21.2805,-66.297
1.0112,-0.0537,0.8174,-33.3862,49.4995,-34.729,0.1483,21.5662,-66.4563
0.9551,-0.0889,0.7559,-30.0293,32.2876,-45.3491,-0.0879,21.7639,-66.6815
0.8687,-0.1045,0.7324,-26.2451,14.4653,-54.9316,-0.3296,21.8738,-66.9672
0.8047,-0.0742,0.7441,-25.9399,-3.7231,-64.209,-0.5768,21.8903,-67.2913
0.7837,-0.0337,0.7554,-28.6865,-22.3999,-73.3643,-0.8624,21.8134,-67.6703
0.814,-0.0161,0.77,-30.3345,-41.1377,-80.0781,-1.1646,21.6376,-68.0823
0.8735,-0.0122,0.7959,-29.9072,-57.7393,-80.7495,-1.4722,21.3739,-68.5217
0.9268,0.0044,0.8286,-27.8931,-71.5332,-74.4019,-1.7633,21.0278,-68.9282
0.9507,0.0532,0.854,-25.2075,-83.1299,-65.4907,-2.027,20.6268,-69.2853
0.9556,0.1001,0.873,-23.2544,-93.6279,-57.312,-2.2522,20.1709,-69.5929
0.9707,0.1108,0.8975,-22.7051,-103.2715,-44.7998,-2.45,19.66,-69.8456
0.999,0.0869,0.9219,-24.1699,-115.0513,-19.043,-2.6093,19.1052,-69.9829
0.9292,0.0493,0.9478,-13.7329,-140.564,6.4087,-2.7136,18.468,-69.9829
0.7217,-0.0669,1.0933,2.6855,-165.5884,59.2651,-2.6587,17.6825,-69.7522
0.3857,0.0313,1.2681,6.2866,-143.1885,86.2427,-2.4829,16.9244,-69.3073
0.1909,0.4502,1.1362,-26.6113,-120.6665,68.0542,-2.4225,16.3092,-68.8788
0.0547,0.564,0.9561,-44.0674,-133.7891,82.0923,-2.5214,15.6885,-68.4833
-0.4946,0.2759,0.9644,-24.4141,-144.3481,149.7803,-2.5159,15.0073,-67.8241
-1.292,-0.04,1.2231,-18.1274,-127.8076,209.1064,-2.3456,14.3646,-66.8298
-1.8931,-0.2988,1.6157,-68.4814,-97.29,216.4917,-2.2852,13.8593,-65.6818
-2.2822,-0.5439,1.8193,-135.0708,-75.0732,141.3574,-2.6202,13.4857,-64.7424
-2.0698,-0.6528,1.6714,-141.4185,-87.0361,-13.3667,-3.2794,13.1067,-64.4623
-0.7529,-0.6387,1.5688,-96.3135,-120.4224,-105.7129,-3.9441,12.5464,-64.8413
0.9756,-0.6406,1.8008,-53.2227,-148.1323,-85.5713,-4.3835,11.8268,-65.3027
2.4487,-0.438,2.1196,-38.9404,-175.5981,-34.3628,-4.6417,10.9808,-65.506
3.1621,-0.0874,2.2974,-21.3013,-182.0679,0.3662,-4.7955,10.069,-65.5005
2.6177,0.2388,2.0879,31.0669,-179.1382,49.3774,-4.7186,9.1846,-65.2917
1.4082,0.6982,1.8091,101.0132,-172.8516,101.3794,-4.2847,8.3331,-64.8083
-0.0298,1.2725,1.689,138.1226,-147.7661,109.0698,-3.5486,7.5916,-64.1876
-0.98,1.3037,1.6606,67.5049,-152.771,80.3223,-2.9663,6.8665,-63.6823
-1.2554,0.7632,1.751,-44.8608,-140.564,57.0679,-2.9279,6.1523,-63.3197
-0.9189,0.3096,1.4434,-107.8491,-126.2817,28.0762,-3.3453,5.5042,-63.089
-0.0811,0.0566,0.9937,-111.0229,-114.1357,30.3345,-3.9001,4.9219,-62.9132
0.7554,-0.0879,0.6011,-91.98,-121.0327,48.4619,-4.3781,4.3506,-62.6605
1.1211,-0.4033,0.4375,-66.1621,-117.0044,43.7012,-4.7461,3.7683,-62.3859
0.8652,-0.6445,0.4331,-33.2031,-103.6377,66.4063,-4.9603,3.252,-62.0728
0.4214,-0.5059,0.5034,-8.3618,-99.2432,107.4219,-5.0262,2.785,-61.5619
-0.0405,-0.0918,0.688,-3.7842,-91.1865,97.4731,-5.0208,2.3621,-60.9906
-0.3394,0.2275,0.8955,-9.0942,-76.0498,37.8418,-5.0372,1.9775,-60.6445
-0.3276,0.2461,1.0464,-16.5405,-61.7065,-7.4463,-5.1031,1.6479,-60.5786
-0.1216,0.0361,1.1333,-28.5034,-54.4434,-10.6812,-5.224,1.3568,-60.6116
0.0913,-0.1631,1.1646,-44.1895,-54.5044,7.2021,-5.4108,1.0876,-60.5896
0.2407,-0.228,1.1353,-51.6357,-56.0913,16.6016,-5.658,0.8185,-60.5017
0.3223,-0.2295,1.0645,-44.4946,-57.251,16.1133,-5.8942,0.5438,-60.3918
0.3213,-0.2407,1.0288,-31.5552,-58.1055,17.8833,-6.0809,0.2637,-60.271
0.2305,-0.2671,1.0562,-25.2686,-60.1807,23.1323,-6.2183,-0.0165,-60.1337
0.1177,-0.2881,1.0996,-28.3813,-59.082,20.813,-6.3501,-0.3021,-59.9963
0.0225,-0.3027,1.0601,-28.6865,-55.8472,4.5166,-6.4984,-0.5768,-59.903
-0.0913,-0.3159,0.8877,-9.4604,-56.2744,-16.2354,-6.5918,-0.8679,-59.9139
-0.0225,-0.2666,0.8525,-3.1738,-59.9365,-2.8687,-6.6083,-1.1591,-59.9304
