ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg)
-0.0415,-0.043,0.2397,4.6997,150.4517,-11.4136,-3.6035,-54.6295,-66.0883
-0.0063,-0.0659,0.2427,5.9814,162.8418,-10.6201,-3.4387,-53.833,-66.2585
0.0146,-0.0962,0.2529,5.8594,174.6826,-6.7139,-3.2849,-52.9871,-66.4124
0.0215,-0.1045,0.272,6.0425,185.6079,-3.479,-3.1586,-52.0862,-66.5497
0.0332,-0.103,0.3013,6.7749,196.7163,-1.2207,-3.0432,-51.1249,-66.6541
0.0518,-0.1138,0.333,7.0801,207.3975,1.8311,-2.9553,-50.0977,-66.731
0.0688,-0.125,0.3657,6.5308,218.3228,6.897,-2.8839,-49.032,-66.7804
0.0708,-0.124,0.3931,5.3711,230.5908,12.8784,-2.851,-47.9004,-66.7969
0.0728,-0.1147,0.4136,4.3945,241.8823,18.0054,-2.8455,-46.7084,-66.7694
0.0801,-0.1123,0.4297,3.1128,252.5024,21.3623,-2.8784,-45.4559,-66.709
0.084,-0.1201,0.4414,1.9531,263.855,24.8413,-2.9169,-44.1541,-66.6376
0.0825,-0.1313,0.459,2.1973,270.0806,30.6396,-2.9718,-42.8082,-66.5552
0.0698,-0.126,0.4912,2.8076,276.4893,37.7808,-3.0487,-41.4294,-66.4178
0.0547,-0.1118,0.5313,4.8218,282.959,40.5884,-3.1421,-40.0067,-66.2585
0.0542,-0.1084,0.5864,5.3101,289.2456,40.7715,-3.219,-38.5675,-66.0938
0.0684,-0.1211,0.6401,3.54,295.3491,41.4429,-3.2904,-37.0898,-65.9564
0.0879,-0.1235,0.6929,0.7935,300.5981,41.5649,-3.3673,-35.5902,-65.8081
0.1191,-0.1201,0.7271,1.1597,305.9692,39.4897,-3.4497,-34.0466,-65.6763
0.1509,-0.1162,0.7446,4.5776,309.7534,35.6445,-3.4937,-32.4976,-65.5664
0.1826,-0.126,0.791,7.1411,313.1714,32.1045,-3.5046,-30.932,-65.495
0.2114,-0.1489,0.832,10.3149,316.4673,30.3345,-3.4937,-29.3445,-65.4291
0.2305,-0.1621,0.8892,11.8408,318.1763,30.0903,-3.4717,-27.7405,-65.3741
0.251,-0.1597,0.9468,14.0381,319.2749,30.4565,-3.4332,-26.142,-65.3137
0.2695,-0.1504,1.0244,15.0757,319.9463,29.7852,-3.3838,-24.538,-65.2643
0.2876,-0.145,1.1021,14.8926,321.5332,27.3438,-3.3289,-22.9285,-65.2148
0.3115,-0.1362,1.1577,14.4043,324.2798,24.1699,-3.2794,-21.2915,-65.1819
0.3306,-0.123,1.2012,14.2212,325.8667,19.7754,-3.2135,-19.6655,-65.1654
0.3486,-0.1089,1.231,15.3198,327.9419,16.9067,-3.1366,-18.0231,-65.1819
0.3555,-0.0972,1.2544,17.8223,329.6509,15.0146,-3.0487,-16.3751,-65.1929
0.3555,-0.0854,1.291,20.2637,331.2378,13.1226,-2.9553,-14.7107,-65.2148
0.3486,-0.0781,1.3403,22.4609,332.6416,10.1929,-2.84,-13.0518,-65.2423
0.3438,-0.0776,1.4009,24.353,333.8013,7.4463,-2.7136,-11.3818,-65.2972
0.3477,-0.0718,1.4629,26.123,333.1299,4.5166,-2.5763,-9.7119,-65.3467
0.3745,-0.0649,1.5488,28.1982,329.6509,1.5869,-2.4335,-8.0475,-65.4126
0.4077,-0.0815,1.6421,28.3813,327.6978,-0.1831,-2.2852,-6.405,-65.4785
0.4453,-0.1074,1.7388,25.6958,329.5898,-1.3428,-2.1423,-4.7626,-65.5609
0.4873,-0.1265,1.8086,21.7896,333.1299,-1.6479,-2.016,-3.1091,-65.6323
0.5415,-0.1367,1.8477,18.9209,336.4868,-1.4648,-1.9226,-1.4227,-65.6982
0.6182,-0.1411,1.8662,17.0898,339.1113,-0.2441,-1.8292,0.2637,-65.7587
0.7085,-0.1572,1.877,16.5405,339.4775,6.4697,-1.7468,1.9611,-65.8136
0.7656,-0.1865,1.8877,16.2354,338.8672,20.5078,-1.6644,3.6584,-65.7916
0.7632,-0.1836,1.8906,17.334,335.9375,34.729,-1.5765,5.3558,-65.6927
0.7554,-0.1309,1.9131,19.7754,331.4209,45.6543,-1.4667,7.0313,-65.5334
0.7676,-0.0796,1.9526,20.5078,325.0122,54.3213,-1.3348,8.6737,-65.3302
0.7988,-0.063,1.9902,17.5171,317.627,62.8052,-1.192,10.2832,-65.0665
0.8296,-0.0542,1.9858,12.6953,309.4482,70.0073,-1.0657,11.8652,-64.7534
0.854,-0.041,1.9282,11.0474,300.6592,72.3267,-0.9338,13.3923,-64.4128
0.8677,-0.0454,1.8384,12.8174,290.8936,68.6035,-0.791,14.87,-64.0887
0.8677,-0.0923,1.7544,17.2729,279.6631,61.5845,-0.6262,16.2982,-63.7701
0.8579,-0.1455,1.6909,22.3999,267.2119,52.124,-0.4504,17.666,-63.49
0.8472,-0.1436,1.647,25.6348,253.6011,35.7056,-0.2582,18.9624,-63.2758
0.8604,-0.1255,1.6187,29.3579,239.4409,16.2964,-0.0769,20.1929,-63.1659
0.9072,-0.1221,1.5957,32.4097,225.8301,-0.4272,0.0824,21.3464,-63.1329
0.979,-0.1328,1.5713,31.25,215.6372,-10.498,0.2252,22.4451,-63.1714
1.0356,-0.1841,1.5186,22.3999,205.9937,-12.207,0.3351,23.4998,-63.2318
1.0269,-0.2261,1.3999,5.9204,189.1479,-8.1787,0.379,24.483,-63.2922
1.0552,-0.1689,1.2837,1.709,172.3633,-3.418,0.3845,25.3784,-63.3142
1.2554,-0.0688,1.1304,0,146.9727,-3.1128,0.379,26.1639,-63.3252
1.4033,-0.123,1.0532,-5.4321,127.0752,-6.4697,0.3516,26.8396,-63.3527
1.5068,-0.2437,1.0146,-11.6577,107.2998,2.9297,0.3021,27.4164,-63.3746
1.5254,-0.2671,0.9438,-12.5122,87.7686,13.0005,0.2692,27.8943,-63.3142
1.4536,-0.2056,0.8652,-9.8877,68.5425,6.5308,0.2307,28.2733,-63.2538
1.3535,-0.1714,0.8218,-9.2773,47.5464,-8.1177,0.1813,28.559,-63.2703
1.2891,-0.1792,0.8022,-12.3291,22.8271,-17.8223,0.0879,28.7238,-63.3636
1.2568,-0.1758,0.7866,-16.6626,-4.9438,-21.4233,-0.0385,28.7567,-63.479
1.23,-0.1401,0.7959,-18.3716,-31.4331,-26.7334,-0.2032,28.6414,-63.6218
1.2061,-0.0952,0.8306,-19.3481,-53.5278,-36.9263,-0.3845,28.4161,-63.8086
1.1909,-0.0654,0.8633,-22.4609,-71.7163,-47.1802,-0.6042,28.092,-64.0668
1.1792,-0.0576,0.8779,-26.2451,-88.562,-51.1475,-0.8569,27.6801,-64.3469
1.1699,-0.0571,0.8828,-27.8931,-104.7974,-48.5229,-1.1316,27.1747,-64.6216
1.1743,-0.0557,0.894,-27.832,-120.9106,-41.8701,-1.3733,26.5979,-64.8633
1.1953,-0.0859,0.9375,-26.2451,-141.8457,-26.7944,-1.5875,25.9332,-65.05
1.0166,-0.2813,1.0723,-15.7471,-174.9268,35.5835,-1.6699,25.1202,-65.0006
0.4302,-0.3633,1.2988,8.606,-170.2881,139.9536,-1.4447,24.2413,-64.4348
-0.5991,0.0811,1.3726,13.0615,-135.0708,195.9229,-0.9723,23.5162,-63.4351
-1.5649,0.6895,1.3994,0,-103.4546,185.1196,-0.5273,22.9504,-62.3969
-2.5996,0.9434,1.501,-30.3955,-71.4722,157.1045,-0.2527,22.533,-61.4685
-3.4731,1.0127,1.4917,-53.833,-55.7861,40.3442,-0.2911,22.2308,-60.9467
-2.9233,0.8052,1.2188,-55.9082,-61.8286,-115.0513,-0.6866,21.9342,-61.2543
-1.3374,0.3784,1.0669,-41.2598,-68.5425,-166.8701,-1.2415,21.5936,-62.1002
0.1431,-0.0151,1.0684,-7.8125,-86.3647,-117.7368,-1.626,21.1871,-62.8583
0.8228,-0.1353,1.2222,12.2681,-109.8022,-61.2183,-1.7578,20.6653,-63.2922
1.124,-0.271,1.5078,7.7515,-137.3901,-14.4043,-1.7523,20.0281,-63.446
1.0444,-0.5015,1.8154,-26.3062,-156.311,21.0571,-1.7798,19.281,-63.3911
0.6792,-0.5742,1.9214,-63.2935,-158.3252,32.8369,-1.972,18.4955,-63.2043
0.3218,-0.3267,1.7622,-65.0024,-149.353,14.4653,-2.2687,17.7209,-63.045
0.1514,-0.0576,1.5933,-36.8652,-138.6108,-24.5972,-2.5159,17.0068,-63.0615
0.2104,0.0933,1.564,-9.6436,-132.2021,-60.3027,-2.6752,16.3257,-63.2922
0.3633,0.1577,1.606,8.606,-127.1362,-71.4722,-2.7576,15.6665,-63.6163
0.4546,0.1895,1.604,20.9351,-127.3804,-53.7109,-2.7576,15.0073,-63.9075
0.4233,0.2515,1.5269,23.4985,-135.3149,-18.4326,-2.6752,14.3427,-64.0503
0.2334,0.3228,1.4082,8.3618,-145.4468,11.2915,-2.5873,13.634,-64.0283
-0.0825,0.3433,1.2622,-20.2026,-150.6958,16.4185,-2.5983,12.8925,-63.9075
-0.2949,0.271,1.1123,-43.6401,-143.0054,-1.4038,-2.7686,12.1509,-63.8306
-0.1895,0.1284,0.9678,-48.7061,-122.9858,-20.752,-3.0157,11.4862,-63.869
0.1729,-0.0508,0.8403,-38.8794,-105.2246,-18.7988,-3.2465,10.9259,-63.9624
0.54,-0.2666,0.7832,-30.7617,-101.8066,5.9204,-3.4113,10.415,-63.9624
0.6904,-0.4819,0.8159,-34.0576,-103.7598,37.3535,-3.5486,9.8987,-63.7976
0.5806,-0.5732,0.8433,-38.7573,-99.9146,61.9507,-3.6859,9.4043,-63.4955
0.3394,-0.3848,0.7993,-30.1514,-90.0269,67.5049,-3.8013,8.9539,-63.1439
0.0991,-0.0415,0.7632,-11.0474,-77.6978,50.5981,-3.8452,8.5638,-62.8198
-0.0488,0.1602,0.8242,2.9907,-65.979,30.8838,-3.8287,8.2123,-62.6001
-0.0737,0.1152,0.9873,-3.7231,-56.3354,30.8228,-3.7958,7.9211,-62.4353
-0.0234,0.0176,1.0757,-19.104,-52.5513,44.5557,-3.8342,7.6685,-62.2375
0.0537,-0.0957,1.104,-37.4146,-51.3916,67.9932,-3.9441,7.4323,-61.9244
0.063,-0.1406,1.0654,-41.5039,-55.7251,85.3882,-4.1034,7.1796,-61.507
-0.0132,-0.1187,1.041,-44.2505,-58.8989,75.8667,-4.2627,6.9214,-61.073
-0.0596,-0.1489,1.0254,-46.3257,-58.1055,49.1333,-4.455,6.6522,-60.7599
-0.123,-0.2329,0.9409,-31.9214,-57.312,27.2217,-4.6252,6.3776,-60.5676
-0.1816,-0.2896,0.8716,-10.7422,-58.96,20.2637,-4.7131,6.0864,-60.4248
-0.2109,-0.2422,0.8989,-1.2817,-61.7676,17.0288,-4.7186,5.7898,-60.3094
-0.2031,-0.1553,0.9531,0.2441,-62.9272,11.2305,-4.7131,5.4877,-60.2271
-0.1372,-0.1328,0.9834,-1.2817,-64.209,12.9395,-4.7021,5.1746,-60.1447
-0.1387,-0.0654,1.0005,-11.5356,-68.1763,10.7422,-4.7351,4.8395,-60.0513
-0.0942,-0.0811,1.0562,-19.6533,-65.979,7.1411,-4.8175,4.5044,-59.9799
-0.0015,-0.1782,1.0391,-14.5264,-59.5093,13.4888,-4.8999,4.2023,-59.9194
0.0278,-0.1851,0.9902,-7.9956,-58.4717,19.104,-4.9384,3.9166,-59.8096
0.0122,-0.1641,1.0024,-10.498,-57.7393,21.1792,-4.9823,3.6255,-59.6777
-0.0303,-0.1455,1.0083,-16.3574,-56.0303,20.2026,-5.0427,3.3508,-59.5459
-0.0723,-0.1289,0.9683,-16.1133,-52.4902,14.9536,-5.1196,3.0927,-59.4525
-0.0615,-0.1392,0.9502,-14.5874,-49.5605,9.7656,-5.191,2.8455,-59.3701
-0.0088,-0.1738,0.9653,-13.6719,-46.4478,8.728,-5.2679,2.5983,-59.2987
0.0151,-0.2021,0.9844,-12.2681,-44.7388,8.728,-5.3284,2.3785,-59.2328
0.0117,-0.1938,0.9927,-11.7798,-42.1143,7.9346,-5.3833,2.1643,-59.1888
-0.0117,-0.1646,0.9619,-8.4839,-40.1001,4.9438,-5.4272,1.9666,-59.1394
-0.0205,-0.1475,0.9673,-6.4087,-40.1611,2.1973,-5.4712,1.7578,-59.101
-0.0205,-0.1323,0.9814,-5.0659,-39.978,0,-5.4987,1.5601,-59.0735
0.0063,-0.1343,1.002,-3.479,-39.3066,0.9766,-5.5151,1.3623,-59.068
0.0195,-0.1221,1.041,-6.7749,-40.9546,2.3193,-5.5426,1.1646,-59.0405
0.0283,-0.1113,1.061,-10.0098,-42.2974,3.1738,-5.592,0.9448,-59.0021
0.0269,-0.1235,1.0518,-11.3525,-43.457,5.3101,-5.647,0.7361,-58.9581
0.019,-0.1543,1.0356,-11.2915,-44.1895,7.5073,-5.7019,0.5219,-58.9142
0.002,-0.1689,1.0005,-9.6436,-44.6777,7.019,-5.7513,0.3021,-58.8593
0.0112,-0.1753,0.9717,-8.4229,-46.1426,6.0425,-5.8008,0.0659,-58.7988
0.0464,-0.1782,0.9741,-8.3008,-46.4478,6.897,-5.8447,-0.1538,-58.7439
0.0693,-0.1685,0.9814,-8.606,-45.2881,8.0566,-5.8832,-0.379,-58.6945
0.0654,-0.1475,0.9697,-8.7891,-43.5791,7.6294,-5.9271,-0.5933,-58.634
0.0635,-0.1519,0.9673,-9.0942,-41.9922,6.2256,-5.9821,-0.813,-58.5736
0.063,-0.167,0.9653,-9.5215,-40.8325,4.7607,-6.026,-1.0162,-58.5242
0.0464,-0.1694,0.9634,-10.8643,-39.856,2.9297,-6.0809,-1.214,-58.4967
0.0376,-0.1797,0.9678,-11.3525,-37.5977,1.2207,-6.1359,-1.4008,-58.4692
0.0181,-0.1743,0.9575,-10.3149,-36.7432,-1.8921,-6.1963,-1.5985,-58.4473
0.0171,-0.1797,0.96,-8.0566,-35.5835,-3.479,-6.2402,-1.7798,-58.4418
0.0127,-0.1743,0.9546,-5.127,-35.2783,-4.5776,-6.2732,-1.9556,-58.4583
0.002,-0.1602,0.9624,-3.2349,-36.0107,-6.0425,-6.2897,-2.1368,-58.4692
-0.0024,-0.1484,0.98,-2.5635,-36.1328,-8.3618,-6.3116,-2.3291,-58.4747
-0.0039,-0.1372,0.999,-4.1504,-36.1938,-10.8032,-6.3281,-2.5159,-58.5077
0.0112,-0.1572,0.9956,-3.1738,-36.438,-10.8032,-6.3446,-2.7026,-58.5571
0.0117,-0.1592,0.9946,-2.2583,-38.269,-11.1084,-6.3556,-2.8949,-58.5901
0.0132,-0.1509,1.0112,-2.8076,-39.3066,-10.9863,-6.3721,-3.1036,-58.6176
0.022,-0.145,1.0063,-1.4648,-40.4663,-10.376,-6.3831,-3.3069,-58.6505
0.0313,-0.1377,1.0063,-1.0376,-41.9922,-9.0942,-6.3831,-3.5156,-58.689
0.0425,-0.1362,1.0073,-1.709,-43.457,-6.7749,-6.3885,-3.7354,-58.7054
0.0596,-0.1406,1.0103,-3.1128,-44.6777,-3.0518,-6.4105,-3.9661,-58.7
0.0562,-0.124,0.9946,-3.6011,-45.7153,-2.9297,-6.427,-4.1968,-58.689
0.0703,-0.1235,0.9834,-3.9673,-46.4478,-4.1504,-6.4435,-4.4275,-58.6945
0.0972,-0.1221,0.9746,-5.4321,-47.3633,-5.9814,-6.4655,-4.6637,-58.6945
0.1235,-0.125,0.9722,-7.7515,-48.2788,-6.7749,-6.5094,-4.9164,-58.6945
0.1377,-0.125,0.9614,-8.8501,-48.645,-6.4697,-6.5533,-5.1581,-58.7
0.1279,-0.1099,0.957,-10.0098,-48.7671,-7.5073,-6.5973,-5.4053,-58.7219
0.1216,-0.103,0.9521,-9.8267,-48.1567,-8.8501,-6.6467,-5.6525,-58.7384
0.1079,-0.1143,0.9478,-9.6436,-48.7671,-8.9111,-6.6962,-5.9052,-58.7494
0.0913,-0.1216,0.9502,-9.4604,-48.584,-8.8501,-6.7456,-6.1523,-58.7659
0.0737,-0.125,0.9507,-10.1318,-49.3164,-9.9487,-6.7896,-6.3995,-58.7988
0.064,-0.1362,0.9492,-11.0474,-50.5371,-10.437,-6.839,-6.6577,-58.8208
0.0635,-0.1431,0.9497,-10.9253,-51.8799,-10.3149,-6.8994,-6.9269,-58.8318
0.0586,-0.1475,0.9507,-10.6201,-54.0771,-9.7046,-6.9489,-7.196,-58.8538
0.0356,-0.1636,0.9517,-10.8643,-56.8237,-8.9111,-6.9983,-7.4762,-58.8757
0.0161,-0.1831,0.9658,-11.3525,-58.5327,-9.5825,-7.0532,-7.7728,-58.8867
0.0249,-0.1909,0.9712,-12.3901,-61.4014,-10.0098,-7.1191,-8.0859,-58.8977
0.0479,-0.1802,0.9854,-12.085,-62.3779,-9.2773,-7.1796,-8.399,-58.9032
0.0874,-0.1733,0.9756,-12.146,-66.1621,-6.5308,-7.24,-8.7231,-58.9197
0.1133,-0.1665,0.9731,-12.6953,-68.0542,-4.8218,-7.3004,-9.0637,-58.9032
0.1411,-0.166,0.9546,-15.0146,-68.4814,-6.2866,-7.3828,-9.4153,-58.8812
0.2051,-0.1875,0.9248,-15.0146,-69.458,-4.7607,-7.4597,-9.7614,-58.8647
0.2456,-0.1807,0.9116,-13.7329,-70.0073,-3.418,-7.5366,-10.1074,-58.8538
0.2734,-0.1748,0.8999,-11.9629,-70.1904,-3.6011,-7.6025,-10.459,-58.8263
0.2944,-0.1919,0.8999,-11.1694,-70.1294,-1.0986,-7.674,-10.8215,-58.7823
0.2695,-0.1719,0.9214,-10.8032,-68.7256,-0.6104,-7.7344,-11.1621,-58.7384
0.2427,-0.1416,0.9492,-10.437,-66.9556,-4.3945,-7.7948,-11.4972,-58.7219
0.2192,-0.1445,0.959,-7.4463,-66.8335,-7.0801,-7.8387,-11.8323,-58.7054
0.188,-0.1611,0.9941,-7.1411,-66.9556,-6.4087,-7.8882,-12.1783,-58.689
0.1353,-0.1606,1.0029,-6.7749,-68.5425,-5.3101,-7.9266,-12.5189,-58.6725
0.0845,-0.1338,1.0225,-7.019,-70.6787,-6.4087,-7.9596,-12.8705,-58.667
0.0962,-0.144,1.0381,-6.4697,-74.2798,-1.77,-7.998,-13.233,-58.634
0.0684,-0.1167,1.063,-8.3618,-78.3691,1.5259,-8.0585,-13.623,-58.5736
0.0596,-0.0947,1.0581,-10.9863,-81.7871,3.1738,-8.1244,-14.0186,-58.4967
0.0918,-0.0674,1.02,-13.916,-86.4258,-0.6714,-8.2013,-14.436,-58.4418
0.1748,-0.0845,1.0151,-17.4561,-90.332,-6.8359,-8.2892,-14.8755,-58.3978
0.2285,-0.1348,1.0273,-22.1558,-93.6279,-10.2539,-8.41,-15.3479,-58.3759
0.2432,-0.2217,1.001,-20.813,-95.0928,-4.6997,-8.5254,-15.8203,-58.3374
0.2402,-0.2412,0.9971,-19.3481,-95.2148,0.3052,-8.6407,-16.2927,-58.288
0.2285,-0.2354,0.9722,-17.2729,-95.8862,1.5259,-8.7561,-16.7651,-58.2056
0.2246,-0.2222,0.9629,-19.2871,-94.9097,-2.8076,-8.8715,-17.2485,-58.1232
0.2388,-0.2134,0.9414,-23.9868,-93.2617,-10.376,-8.9978,-17.7155,-58.0902
0.3184,-0.272,0.8154,-23.3765,-96.1304,-10.376,-9.1187,-18.1934,-58.0792
0.3926,-0.3174,0.7827,-17.5171,-97.7783,-6.6528,-9.234,-18.6768,-58.0463
0.4258,-0.3213,0.8174,-10.5591,-99.3652,-0.3052,-9.3274,-19.1766,-57.9694
0.3882,-0.2524,0.897,-10.0098,-99.9756,-0.1831,-9.4043,-19.671,-57.8815
0.3115,-0.2217,0.9351,-11.3525,-100.647,0.4272,-9.4922,-20.1654,-57.8046
0.2466,-0.2119,0.9526,-11.8408,-99.4263,-2.4414,-9.5746,-20.6598,-57.7222
0.208,-0.1968,0.9902,-17.334,-99.7314,-12.5732,-9.6735,-21.1652,-57.6727
0.21,-0.1328,1.0952,-26.9775,-101.0132,-31.3721,-9.7778,-21.676,-57.7002
0.2271,-0.1685,1.1421,-27.832,-102.6611,-41.5649,-9.8767,-22.2144,-57.8265
0.2178,-0.1948,1.1772,-27.0386,-105.0415,-39.7339,-9.9646,-22.7582,-57.9474
0.1689,-0.1299,1.1851,-30.3955,-107.2998,-40.2832,-10.069,-23.3295,-58.0518
0.1953,-0.0723,1.1553,-37.2925,-110.9619,-48.3398,-10.1898,-23.9063,-58.1891
0.2803,-0.0806,1.0947,-39.6118,-117.4316,-54.7485,-10.3107,-24.516,-58.3759
0.3467,-0.1021,1.0474,-39.1846,-121.9482,-53.5889,-10.4315,-25.1587,-58.5516
0.3955,-0.1025,1.0117,-38.0249,-123.9014,-49.6826,-10.5688,-25.8179,-58.7
0.522,-0.2554,0.937,-23.2544,-127.8687,-17.334,-10.6952,-26.4716,-58.7714
0.8838,-0.5483,0.8389,-3.54,-128.8452,42.6025,-10.838,-27.0813,-58.4802
0.0195,0.6841,1.4111,-85.6934,-129.5776,-75.3784,-11.1072,-27.735,-58.5132
0.0527,-0.23,0.8911,-82.5195,-131.4087,-80.3223,-11.4093,-28.4656,-58.8538
0.4292,-0.5601,0.5029,-30.1514,-140.686,-30.8228,-11.5961,-29.1907,-58.9856
0.6133,-0.2886,0.7563,-14.3433,-141.0522,-14.3433,-11.7169,-29.8993,-58.9307
0.6113,-0.2041,0.814,-20.2026,-139.6484,-26.5503,-11.8268,-30.6079,-58.8812
0.5664,-0.251,0.7485,-20.1416,-138.2446,-32.8369,-11.9366,-31.3275,-58.8922
0.5874,-0.4077,0.7129,-2.6245,-141.6626,-19.2261,-12.0026,-32.0361,-58.8647
0.5112,-0.2778,0.8223,2.3193,-143.7378,-13.7329,-12.03,-32.7557,-58.7933
0.4609,-0.105,1.1123,-15.686,-142.7002,-18.8599,-12.1179,-33.4698,-58.7054
0.3296,-0.1182,1.1118,-23.6206,-141.9678,-40.9546,-12.2333,-34.2059,-58.7054
0.3442,-0.2305,1.0298,-20.3857,-144.2261,-43.7012,-12.2992,-34.9475,-58.7769
0.3818,-0.2007,1.0273,-19.4092,-151.1841,-47.0581,-12.3486,-35.722,-58.8702
0.4629,-0.1826,1.0806,-17.0898,-157.6538,-47.7295,-12.3871,-36.5295,-58.9581
0.498,-0.1528,1.1865,-17.9443,-164.5508,-49.8047,-12.4365,-37.381,-59.024
0.5054,-0.1455,1.2754,-15.5029,-170.4712,-48.0957,-12.475,-38.2544,-59.101
0.479,-0.106,1.4087,-14.2212,-176.6968,-45.6543,-12.5134,-39.1553,-59.1669
0.4688,-0.0825,1.5259,-12.146,-184.082,-38.5132,-12.5684,-40.0836,-59.1724
0.4341,-0.0449,1.6377,-11.1694,-192.2607,-32.7759,-12.6672,-41.0504,-59.1174
0.3926,-0.0127,1.7153,-10.7422,-199.0967,-28.5034,-12.7826,-42.0392,-59.024
0.3662,-0.0103,1.6885,-5.4321,-206.3599,-18.9819,-12.9254,-43.0554,-58.8867
0.3364,0.0259,1.6626,-2.8687,-212.8296,-12.8784,-13.0957,-44.0991,-58.6615
0.3389,0.061,1.6035,-4.5776,-218.4448,-8.667,-13.3154,-45.1648,-58.3704
0.353,0.0693,1.521,-8.2397,-221.9849,-7.6294,-13.5736,-46.2469,-58.0573
0.4072,0.021,1.3838,-7.8735,-224.6704,-6.897,-13.8593,-47.3456,-57.7386
0.4341,-0.0781,1.2466,-5.0659,-226.1353,-3.418,-14.1614,-48.4442,-57.3651
0.4634,-0.1157,1.147,-7.3853,-224.3042,0,-14.5129,-49.5428,-56.9366
0.4556,-0.1079,1.0337,-10.1318,-220.6421,-4.9438,-14.881,-50.6195,-56.5137
0.4805,-0.1235,0.9258,-10.7422,-213.623,-14.2212,-15.2161,-51.6797,-56.1621
0.5327,-0.1655,0.8477,-13.916,-208.9844,-19.7144,-15.5292,-52.7234,-55.849
0.5952,-0.2441,0.792,-17.5781,-204.5288,-20.5688,-15.8588,-53.7451,-55.5359
0.6245,-0.2974,0.749,-17.7002,-198.6084,-21.6675,-16.1938,-54.7394,-55.2338
0.6543,-0.3618,0.6919,-10.0708,-190.6738,-21.1792,-16.507,-55.7007,-54.9481
0.6572,-0.4131,0.5884,3.6621,-177.6123,-15.5029,-16.7651,-56.6071,-54.646
0.7251,-0.4526,0.5273,9.4604,-162.2925,2.3804,-17.0728,-57.42,-54.2285
0.7822,-0.5181,0.3979,18.0054,-148.0713,24.4751,-17.4792,-58.1287,-53.6627
0.7988,-0.4844,0.2891,28.3203,-135.8032,43.5181,-17.9846,-58.7439,-52.9376
0.7534,-0.3892,0.2158,36.3159,-128.1738,60.1807,-18.5834,-59.2822,-52.0422
0.6479,-0.2544,0.2061,38.269,-123.5352,66.04,-19.2755,-59.7711,-51.015
0.5103,-0.1421,0.1865,37.2925,-116.8823,55.1758,-19.9292,-60.2325,-50.0427
0.3447,-0.0166,0.21,31.9214,-102.6611,27.832,-20.4126,-60.672,-49.3011
0.1924,0.0396,0.2109,23.2544,-87.2803,-1.0376,-20.6488,-61.095,-48.8727
0.1138,-0.0298,0.1821,18.2495,-72.4487,-9.6436,-20.7477,-61.474,-48.6475
0.0942,-0.1206,0.0952,20.3857,-59.6924,-1.8921,-20.8081,-61.7871,-48.4662
0.0898,-0.105,0.0254,26.123,-46.9971,6.5308,-20.896,-62.0233,-48.2465
0.0073,0.0313,-0.0278,30.8838,-31.4331,2.8687,-20.9235,-62.1936,-48.0487
-0.1748,0.0742,-0.0591,33.8745,-14.7705,-5.127,-20.8191,-62.298,-47.9773
-0.3413,0.0332,-0.0718,32.7148,1.0376,-11.6577,-20.5939,-62.3364,-48.0432
-0.4863,0.0435,-0.0957,32.1655,18.9819,-29.1138,-20.1984,-62.3199,-48.3234
-0.5635,0.0566,-0.1333,34.0576,37.9028,-56.7017,-19.5337,-62.254,-48.8837
-0.5884,0.0859,-0.1938,41.3208,56.5796,-87.7075,-18.5175,-62.1442,-49.8175
-0.4771,0.0039,-0.2114,41.9922,70.6787,-100.8911,-17.2485,-61.9849,-51.0205
-0.3379,-0.1338,-0.2295,41.1987,82.8857,-100.2197,-15.9192,-61.7542,-52.3004
-0.1504,-0.2539,-0.1675,37.5977,95.8862,-95.0317,-14.6338,-61.441,-53.5309
0.0459,-0.2935,-0.0762,36.7432,112.3047,-94.7266,-13.3923,-61.0455,-54.7504
0.2559,-0.2915,-0.0313,43.2129,129.5776,-92.4683,-12.1289,-60.5511,-55.9698
0.4248,-0.2383,0.0337,52.9175,144.4702,-83.7402,-10.882,-59.9579,-57.1289
0.4263,-0.1455,0.1611,62.9883,159.1797,-63.5376,-9.7394,-59.2712,-58.1067
0.2656,-0.0596,0.29,63.1104,171.0815,-46.2646,-8.7781,-58.4912,-58.8702
0.042,0.0259,0.4126,55.4199,184.1431,-37.4756,-7.9541,-57.6343,-59.491
-0.1362,0.0918,0.4897,45.5322,197.2656,-40.2832,-7.2125,-56.7059,-60.0897
-0.1958,0.0913,0.5283,37.6587,207.6416,-47.6074,-6.4984,-55.7227,-60.7104
-0.1396,0.0459,0.5601,32.6538,216.0645,-54.2603,-5.8008,-54.6954,-61.3641
-0.0273,0,0.5908,30.9448,222.29,-60.1807,-5.0977,-53.6243,-62.0343
0.0942,-0.0303,0.6147,32.1045,226.4404,-65.3076,-4.3945,-52.5311,-62.7264
0.1987,-0.0605,0.6577,31.4941,229.5532,-68.5425,-3.6969,-51.416,-63.4076
0.2754,-0.0864,0.7104,27.9541,231.8115,-70.1294,-3.0487,-50.2844,-64.0668
0.3291,-0.1021,0.7593,23.1934,232.666,-71.167,-2.439,-49.1364,-64.704
0.3696,-0.1074,0.8052,18.5547,233.4595,-72.8149,-1.8787,-47.9883,-65.3302
0.415,-0.1006,0.8403,15.0757,234.6191,-74.707,-1.3568,-46.8237,-65.9235
